id,name,filePath,startLine,endLine,level,content,description
"Section:1-1.md:L829:5.1 业务描述","5.1 业务描述","1-1.md",829,832,3,"
### 5.1 业务描述

停电上报指在通信模块中安装超级电容，当电网发生停电事故时，通信模块仍可以工作一段时间，并向主站上报停电事件。

### 5.2 STA 模块设计任务

a）STA 需加装超级电容，掉电后应可维持模块正常工作 60s 以上。停电事件发生时，停电 STA 以本地广播形式进行上报，未停电 STA 接收到广播报文后，收集 30s 的停电事件，以单播形式上报给 CCO，当收到 CCO 返回的确认帧后，不再上报重复事件。","h3"
"Section:1-1.md:L833:5.2 STA 模块设计任务","5.2 STA 模块设计任务","1-1.md",833,838,3,"
### 5.2 STA 模块设计任务

a）STA 需加装超级电容，掉电后应可维持模块正常工作 60s 以上。停电事件发生时，停电 STA 以本地广播形式进行上报，未停电 STA 接收到广播报文后，收集 30s 的停电事件，以单播形式上报给 CCO，当收到 CCO 返回的确认帧后，不再上报重复事件。

b）STA 按照以下规则判断是否发生停电事件：若连续 50 个工频周期没有检测到过零信号且 12V 电压跌落到 9.5V 以下则判断为模块停电。此时模块应通过 VSS 管脚判断是电表停电还是模块拔出，当事件为电能表停电时需要进行上报，模块拔出时不上报事件。

### 5.3 CCO 模块设计任务

CCO 模块接收到第一条停电上报消息后，以 5s 为单位汇总该时间段内的停电事件，上报给集中器。上报过的停电事件在 5min 内不再上报。对于停电 STA 的上报信息，CCO 在接收之后不作回复；对于未停电 STA 的上报消息，CCO 在接收到之后回复确认帧。","h3"
"Section:1-1.md:L839:5.3 CCO 模块设计任务","5.3 CCO 模块设计任务","1-1.md",839,842,3,"
### 5.3 CCO 模块设计任务

CCO 模块接收到第一条停电上报消息后，以 5s 为单位汇总该时间段内的停电事件，上报给集中器。上报过的停电事件在 5min 内不再上报。对于停电 STA 的上报信息，CCO 在接收之后不作回复；对于未停电 STA 的上报消息，CCO 在接收到之后回复确认帧。

### 5.4 集中器设计任务

集中器需要加装备用电源，掉电后应可维持模块正常工作 120 s 以上。集中器在接收到 CCO 的停电上报信息后，需要对数据进行处理，生成对应的电表停上电告警数据，并上报主站。","h3"
"Section:1-1.md:L843:5.4 集中器设计任务","5.4 集中器设计任务","1-1.md",843,846,3,"
### 5.4 集中器设计任务

集中器需要加装备用电源，掉电后应可维持模块正常工作 120 s 以上。集中器在接收到 CCO 的停电上报信息后，需要对数据进行处理，生成对应的电表停上电告警数据，并上报主站。

### 5.5 相关协议

#### 5.5.1 本地接口协议","h3"
"Section:1-1.md:L847:5.5 相关协议","5.5 相关协议","1-1.md",847,957,3,"
### 5.5 相关协议

#### 5.5.1 本地接口协议

停电上报本地接口协议如表 44 所示。

<div style=""text-align: center;""><div style=""text-align: center;"">表 44 停电上报本地接口协议</div> </div>




<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>应用功能码 AFN</td><td style='text-align: center; word-wrap: break-word;'>应用功能定义</td><td style='text-align: center; word-wrap: break-word;'>数据标识编码 DI</td><td style='text-align: center; word-wrap: break-word;'>具体项目</td><td style='text-align: center; word-wrap: break-word;'>传输方向</td><td style='text-align: center; word-wrap: break-word;'>地址域标识（0 为不带地址域）</td><td style='text-align: center; word-wrap: break-word;'>属性</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>05H</td><td style='text-align: center; word-wrap: break-word;'>上报信息</td><td style='text-align: center; word-wrap: break-word;'>E8 05 05 02</td><td style='text-align: center; word-wrap: break-word;'>上报从节点事件</td><td style='text-align: center; word-wrap: break-word;'>上行</td><td style='text-align: center; word-wrap: break-word;'>0</td><td style='text-align: center; word-wrap: break-word;'>修改</td></tr></table>

##### E8 05 05 02:上报从节点事件

上报停电事件数据单元格式如表 45 所示。

<div style=""text-align: center;""><div style=""text-align: center;"">表 45 上报停电事件数据单元格式</div> </div>




<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据内容</td><td style='text-align: center; word-wrap: break-word;'>数据格式</td><td style='text-align: center; word-wrap: break-word;'>字节数</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>报文长度L</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>报文内容</td><td style='text-align: center; word-wrap: break-word;'>——</td><td style='text-align: center; word-wrap: break-word;'>L</td></tr></table>

a）报文长度L：通信协议的原始报文数据总长度。

b）报文内容：节点停电信息，定义如下：



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>停上电事件类型</td><td style='text-align: center; word-wrap: break-word;'>类型</td><td style='text-align: center; word-wrap: break-word;'>A0</td><td style='text-align: center; word-wrap: break-word;'>……</td><td style='text-align: center; word-wrap: break-word;'>A5</td><td style='text-align: center; word-wrap: break-word;'>类型</td><td style='text-align: center; word-wrap: break-word;'>A0</td><td style='text-align: center; word-wrap: break-word;'>……</td><td style='text-align: center; word-wrap: break-word;'>A5</td><td style='text-align: center; word-wrap: break-word;'>类型</td><td style='text-align: center; word-wrap: break-word;'>A0</td><td style='text-align: center; word-wrap: break-word;'>……</td><td style='text-align: center; word-wrap: break-word;'>A5</td></tr></table>

——停电事件类型：0x81-停电；0x82-上电；其他保留。

——类型：0x00：电表；0x01：采集器；0x02：采集器下接电表，当采集器停上电时，将采集器下接电表列表上报；其他保留；

——A0~A5: 电表地址。

注：每一帧上报报文都需要做到可独立解析，同一采集器及其下接电表不能分两帧传输。

示例：采集器 A 下挂两块表，表地址分别为 11 和 12，以表地址 11 入网，上电事件上报报文内容为：

82 01 11 00 00 00 00 00 02 11 00 00 00 00 00 02 12 00 00 00 00 00

#### 5.5.2 宽带载波协议

##### 5.5.2.1 上行报文

停电上报帧类型如表 46 所示。

<div style=""text-align: center;""><div style=""text-align: center;"">表 46 停电上报宽带载波帧类型</div> </div>




<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>帧类型</td><td style='text-align: center; word-wrap: break-word;'>报文端口号</td><td style='text-align: center; word-wrap: break-word;'>业务标识</td><td style='text-align: center; word-wrap: break-word;'>描述</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>主动上报</td><td style='text-align: center; word-wrap: break-word;'>0x13</td><td style='text-align: center; word-wrap: break-word;'>0x01</td><td style='text-align: center; word-wrap: break-word;'>停止电事件上报</td></tr></table>

报文格式如图 4 所示。

<div style=""text-align: center;""><img src=""https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-15//034b3b47-e053-4ca3-8a0d-a0cda3eb43ed/markdown_3/imgs/img_in_image_box_359_312_860_476.jpg?authorization=bce-auth-v1%2FALTAKzReLNvew3ySINYJ0fuAMN%2F2026-04-09T03%3A46%3A02Z%2F-1%2F%2F3c7c83f493b46df13ad21bf2cf79067727f67cdaa6f9d459b9631af3b52aa5e7"" alt=""Image"" width=""42%"" /></div>


<div style=""text-align: center;""><div style=""text-align: center;"">图 4 停上电事件上报</div> </div>


a）帧头长度：除了数据域之外的长度，12字节。

b）功能码：功能码如表 47 所示。

<div style=""text-align: center;""><div style=""text-align: center;"">表 47 停上电事件主动上报上行业务报文格式</div> </div>




<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>功能码含义</td><td style='text-align: center; word-wrap: break-word;'>功能码的值</td><td style='text-align: center; word-wrap: break-word;'>方向位</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>STA 主动上报事件给 CCO（模块触发）</td><td style='text-align: center; word-wrap
... [truncated]","h3"
"Section:1-1.md:L849:5.5.1 本地接口协议","5.5.1 本地接口协议","1-1.md",849,890,4,"
#### 5.5.1 本地接口协议

停电上报本地接口协议如表 44 所示。

<div style=""text-align: center;""><div style=""text-align: center;"">表 44 停电上报本地接口协议</div> </div>




<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>应用功能码 AFN</td><td style='text-align: center; word-wrap: break-word;'>应用功能定义</td><td style='text-align: center; word-wrap: break-word;'>数据标识编码 DI</td><td style='text-align: center; word-wrap: break-word;'>具体项目</td><td style='text-align: center; word-wrap: break-word;'>传输方向</td><td style='text-align: center; word-wrap: break-word;'>地址域标识（0 为不带地址域）</td><td style='text-align: center; word-wrap: break-word;'>属性</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>05H</td><td style='text-align: center; word-wrap: break-word;'>上报信息</td><td style='text-align: center; word-wrap: break-word;'>E8 05 05 02</td><td style='text-align: center; word-wrap: break-word;'>上报从节点事件</td><td style='text-align: center; word-wrap: break-word;'>上行</td><td style='text-align: center; word-wrap: break-word;'>0</td><td style='text-align: center; word-wrap: break-word;'>修改</td></tr></table>

##### E8 05 05 02:上报从节点事件

上报停电事件数据单元格式如表 45 所示。

<div style=""text-align: center;""><div style=""text-align: center;"">表 45 上报停电事件数据单元格式</div> </div>




<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据内容</td><td style='text-align: center; word-wrap: break-word;'>数据格式</td><td style='text-align: center; word-wrap: break-word;'>字节数</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>报文长度L</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>报文内容</td><td style='text-align: center; word-wrap: break-word;'>——</td><td style='text-align: center; word-wrap: break-word;'>L</td></tr></table>

a）报文长度L：通信协议的原始报文数据总长度。

b）报文内容：节点停电信息，定义如下：



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>停上电事件类型</td><td style='text-align: center; word-wrap: break-word;'>类型</td><td style='text-align: center; word-wrap: break-word;'>A0</td><td style='text-align: center; word-wrap: break-word;'>……</td><td style='text-align: center; word-wrap: break-word;'>A5</td><td style='text-align: center; word-wrap: break-word;'>类型</td><td style='text-align: center; word-wrap: break-word;'>A0</td><td style='text-align: center; word-wrap: break-word;'>……</td><td style='text-align: center; word-wrap: break-word;'>A5</td><td style='text-align: center; word-wrap: break-word;'>类型</td><td style='text-align: center; word-wrap: break-word;'>A0</td><td style='text-align: center; word-wrap: break-word;'>……</td><td style='text-align: center; word-wrap: break-word;'>A5</td></tr></table>

——停电事件类型：0x81-停电；0x82-上电；其他保留。

——类型：0x00：电表；0x01：采集器；0x02：采集器下接电表，当采集器停上电时，将采集器下接电表列表上报；其他保留；

——A0~A5: 电表地址。

注：每一帧上报报文都需要做到可独立解析，同一采集器及其下接电表不能分两帧传输。

示例：采集器 A 下挂两块表，表地址分别为 11 和 12，以表地址 11 入网，上电事件上报报文内容为：

82 01 11 00 00 00 00 00 02 11 00 00 00 00 00 02 12 00 00 00 00 00

#### 5.5.2 宽带载波协议

##### 5.5.2.1 上行报文","h4"
"Section:1-1.md:L860:E8 05 05 02:上报从节点事件","E8 05 05 02:上报从节点事件","1-1.md",860,890,5,"
##### E8 05 05 02:上报从节点事件

上报停电事件数据单元格式如表 45 所示。

<div style=""text-align: center;""><div style=""text-align: center;"">表 45 上报停电事件数据单元格式</div> </div>




<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据内容</td><td style='text-align: center; word-wrap: break-word;'>数据格式</td><td style='text-align: center; word-wrap: break-word;'>字节数</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>报文长度L</td><td style='text-align: center; word-wrap: break-word;'>BIN</td><td style='text-align: center; word-wrap: break-word;'>1</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>报文内容</td><td style='text-align: center; word-wrap: break-word;'>——</td><td style='text-align: center; word-wrap: break-word;'>L</td></tr></table>

a）报文长度L：通信协议的原始报文数据总长度。

b）报文内容：节点停电信息，定义如下：



<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>停上电事件类型</td><td style='text-align: center; word-wrap: break-word;'>类型</td><td style='text-align: center; word-wrap: break-word;'>A0</td><td style='text-align: center; word-wrap: break-word;'>……</td><td style='text-align: center; word-wrap: break-word;'>A5</td><td style='text-align: center; word-wrap: break-word;'>类型</td><td style='text-align: center; word-wrap: break-word;'>A0</td><td style='text-align: center; word-wrap: break-word;'>……</td><td style='text-align: center; word-wrap: break-word;'>A5</td><td style='text-align: center; word-wrap: break-word;'>类型</td><td style='text-align: center; word-wrap: break-word;'>A0</td><td style='text-align: center; word-wrap: break-word;'>……</td><td style='text-align: center; word-wrap: break-word;'>A5</td></tr></table>

——停电事件类型：0x81-停电；0x82-上电；其他保留。

——类型：0x00：电表；0x01：采集器；0x02：采集器下接电表，当采集器停上电时，将采集器下接电表列表上报；其他保留；

——A0~A5: 电表地址。

注：每一帧上报报文都需要做到可独立解析，同一采集器及其下接电表不能分两帧传输。

示例：采集器 A 下挂两块表，表地址分别为 11 和 12，以表地址 11 入网，上电事件上报报文内容为：

82 01 11 00 00 00 00 00 02 11 00 00 00 00 00 02 12 00 00 00 00 00

#### 5.5.2 宽带载波协议

##### 5.5.2.1 上行报文","h5"
"Section:1-1.md:L891:5.5.2 宽带载波协议","5.5.2 宽带载波协议","1-1.md",891,957,4,"
#### 5.5.2 宽带载波协议

##### 5.5.2.1 上行报文

停电上报帧类型如表 46 所示。

<div style=""text-align: center;""><div style=""text-align: center;"">表 46 停电上报宽带载波帧类型</div> </div>




<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>帧类型</td><td style='text-align: center; word-wrap: break-word;'>报文端口号</td><td style='text-align: center; word-wrap: break-word;'>业务标识</td><td style='text-align: center; word-wrap: break-word;'>描述</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>主动上报</td><td style='text-align: center; word-wrap: break-word;'>0x13</td><td style='text-align: center; word-wrap: break-word;'>0x01</td><td style='text-align: center; word-wrap: break-word;'>停止电事件上报</td></tr></table>

报文格式如图 4 所示。

<div style=""text-align: center;""><img src=""https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-15//034b3b47-e053-4ca3-8a0d-a0cda3eb43ed/markdown_3/imgs/img_in_image_box_359_312_860_476.jpg?authorization=bce-auth-v1%2FALTAKzReLNvew3ySINYJ0fuAMN%2F2026-04-09T03%3A46%3A02Z%2F-1%2F%2F3c7c83f493b46df13ad21bf2cf79067727f67cdaa6f9d459b9631af3b52aa5e7"" alt=""Image"" width=""42%"" /></div>


<div style=""text-align: center;""><div style=""text-align: center;"">图 4 停上电事件上报</div> </div>


a）帧头长度：除了数据域之外的长度，12字节。

b）功能码：功能码如表 47 所示。

<div style=""text-align: center;""><div style=""text-align: center;"">表 47 停上电事件主动上报上行业务报文格式</div> </div>




<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>功能码含义</td><td style='text-align: center; word-wrap: break-word;'>功能码的值</td><td style='text-align: center; word-wrap: break-word;'>方向位</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>STA 主动上报事件给 CCO（模块触发）</td><td style='text-align: center; word-wrap: break-word;'>1</td><td style='text-align: center; word-wrap: break-word;'>上行</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>STA 主动上报事件给 CCO（采集器触发）</td><td style='text-align: center; word-wrap: break-word;'>2</td><td style='text-align: center; word-wrap: break-word;'>上行</td></tr></table>

模块触发：单相表模块、三相表模块触发；采集器触发：I 采模块、II 采触发。

c）数据长度：数据域的长度。

d）数据：对于停电事件，STA 和采集器统一采用位图形式进行上报，但能够处理以地址方式上报的停电报文，且地址方式的停电报文中携带的电表个数为 1。采集器上报信息中，仅包含入网地址或者其对应的位图。CCO 已有采集器下接电能表的列表，因此不需要采集器将下接所有电能表的信息上送 CCO。

停电事件上报的数据域格式如表 48 所示。

<div style=""text-align: center;""><div style=""text-align: center;"">表 48 停电事件上报数据域格式</div> </div>




<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据子域</td><td style='text-align: center; word-wrap: break-word;'>格式</td><td style='text-align: center; word-wrap: break-word;'>取值</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>STA 上报事件类型</td><td style='text-align: center; word-wrap: break-word;'>BIN（1 字节）</td><td style='text-align: center; word-wrap: break-word;'>1：代表停电事件（位图）</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>发生事件站点起始 TEI</td><td style='text-align: center; word-wrap: break-word;'>BIN（2 字节）</td><td style='text-align: center; word-wrap: break-word;'>TEI</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>发生事件的节点位图</td><td style='text-align: center; word-wrap: break-word;'>BIN（变长）</td><td style='text-align: center; word-wrap: break-word;'>对应的bit位置1，标志该位对应的TEI节点发生了该事件，第1个bit代表起始TEI，后续以此类推。</td></tr></table>

复电事件的数据域格式如表 49 所示，以地址方式单播传输。

<div style=""text-align: center;""><div style=""text-align: center;"">表 49 上电事件上报数据域格式</div> </div>




<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据子域</td><td style='text-align: center; word-wrap: break-word;'>格式</td><td style='text-align: center; word-wrap: break-word;'>取值</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>STA 上报事件类型</td><td style='text-align: center; word-wrap: break-word;'>BIN（1 字节）</td><td style='text-align: center; word-wrap: break-word;'>3：代表停电事件（地址）\n4：代表上电事件（地址）；</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>发生事件的电表个数</td><td style='text-align: center; word-wrap: break-word;'>BIN（2 字节）</td><td style='text-align: center; word-wrap: break-word;'>发生事件的电表个数</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>发生事件的第1只电表地址</td><td style='text-align: center; word-wrap: break-word;'>BIN（6 字节）</td><td style='text-align: center; word-wrap: break-word;'>发生事件的电表</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>发生事件的第1只电表带电状态</td><td style='text-align: center; word-wrap: break-word;'>BIN（1 字节）</td><td style='text-align: center; word-wrap: break-word;'>带电状态0代表停电，1代表未停电。</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>……</td><td style='text-align: center; word-wrap: break-word;'>……</td><td style='text-align: center; word-wrap: break-word;'>……</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>发生事件的第N只电表地址</td><td style='text-align: center; word-wrap: b
... [truncated]","h4"
"Section:1-1.md:L893:5.5.2.1 上行报文","5.5.2.1 上行报文","1-1.md",893,946,5,"
##### 5.5.2.1 上行报文

停电上报帧类型如表 46 所示。

<div style=""text-align: center;""><div style=""text-align: center;"">表 46 停电上报宽带载波帧类型</div> </div>




<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>帧类型</td><td style='text-align: center; word-wrap: break-word;'>报文端口号</td><td style='text-align: center; word-wrap: break-word;'>业务标识</td><td style='text-align: center; word-wrap: break-word;'>描述</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>主动上报</td><td style='text-align: center; word-wrap: break-word;'>0x13</td><td style='text-align: center; word-wrap: break-word;'>0x01</td><td style='text-align: center; word-wrap: break-word;'>停止电事件上报</td></tr></table>

报文格式如图 4 所示。

<div style=""text-align: center;""><img src=""https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-15//034b3b47-e053-4ca3-8a0d-a0cda3eb43ed/markdown_3/imgs/img_in_image_box_359_312_860_476.jpg?authorization=bce-auth-v1%2FALTAKzReLNvew3ySINYJ0fuAMN%2F2026-04-09T03%3A46%3A02Z%2F-1%2F%2F3c7c83f493b46df13ad21bf2cf79067727f67cdaa6f9d459b9631af3b52aa5e7"" alt=""Image"" width=""42%"" /></div>


<div style=""text-align: center;""><div style=""text-align: center;"">图 4 停上电事件上报</div> </div>


a）帧头长度：除了数据域之外的长度，12字节。

b）功能码：功能码如表 47 所示。

<div style=""text-align: center;""><div style=""text-align: center;"">表 47 停上电事件主动上报上行业务报文格式</div> </div>




<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>功能码含义</td><td style='text-align: center; word-wrap: break-word;'>功能码的值</td><td style='text-align: center; word-wrap: break-word;'>方向位</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>STA 主动上报事件给 CCO（模块触发）</td><td style='text-align: center; word-wrap: break-word;'>1</td><td style='text-align: center; word-wrap: break-word;'>上行</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>STA 主动上报事件给 CCO（采集器触发）</td><td style='text-align: center; word-wrap: break-word;'>2</td><td style='text-align: center; word-wrap: break-word;'>上行</td></tr></table>

模块触发：单相表模块、三相表模块触发；采集器触发：I 采模块、II 采触发。

c）数据长度：数据域的长度。

d）数据：对于停电事件，STA 和采集器统一采用位图形式进行上报，但能够处理以地址方式上报的停电报文，且地址方式的停电报文中携带的电表个数为 1。采集器上报信息中，仅包含入网地址或者其对应的位图。CCO 已有采集器下接电能表的列表，因此不需要采集器将下接所有电能表的信息上送 CCO。

停电事件上报的数据域格式如表 48 所示。

<div style=""text-align: center;""><div style=""text-align: center;"">表 48 停电事件上报数据域格式</div> </div>




<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据子域</td><td style='text-align: center; word-wrap: break-word;'>格式</td><td style='text-align: center; word-wrap: break-word;'>取值</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>STA 上报事件类型</td><td style='text-align: center; word-wrap: break-word;'>BIN（1 字节）</td><td style='text-align: center; word-wrap: break-word;'>1：代表停电事件（位图）</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>发生事件站点起始 TEI</td><td style='text-align: center; word-wrap: break-word;'>BIN（2 字节）</td><td style='text-align: center; word-wrap: break-word;'>TEI</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>发生事件的节点位图</td><td style='text-align: center; word-wrap: break-word;'>BIN（变长）</td><td style='text-align: center; word-wrap: break-word;'>对应的bit位置1，标志该位对应的TEI节点发生了该事件，第1个bit代表起始TEI，后续以此类推。</td></tr></table>

复电事件的数据域格式如表 49 所示，以地址方式单播传输。

<div style=""text-align: center;""><div style=""text-align: center;"">表 49 上电事件上报数据域格式</div> </div>




<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>数据子域</td><td style='text-align: center; word-wrap: break-word;'>格式</td><td style='text-align: center; word-wrap: break-word;'>取值</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>STA 上报事件类型</td><td style='text-align: center; word-wrap: break-word;'>BIN（1 字节）</td><td style='text-align: center; word-wrap: break-word;'>3：代表停电事件（地址）\n4：代表上电事件（地址）；</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>发生事件的电表个数</td><td style='text-align: center; word-wrap: break-word;'>BIN（2 字节）</td><td style='text-align: center; word-wrap: break-word;'>发生事件的电表个数</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>发生事件的第1只电表地址</td><td style='text-align: center; word-wrap: break-word;'>BIN（6 字节）</td><td style='text-align: center; word-wrap: break-word;'>发生事件的电表</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>发生事件的第1只电表带电状态</td><td style='text-align: center; word-wrap: break-word;'>BIN（1 字节）</td><td style='text-align: center; word-wrap: break-word;'>带电状态0代表停电，1代表未停电。</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>……</td><td style='text-align: center; word-wrap: break-word;'>……</td><td style='text-align: center; word-wrap: break-word;'>……</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>发生事件的第N只电表地址</td><td style='text-align: center; word-wrap: break-word;'>BIN（6 字
... [truncated]","h5"
"Section:1-1.md:L947:5.5.2.2 下行报文","5.5.2.2 下行报文","1-1.md",947,957,5,"
##### 5.5.2.2 下行报文

<div style=""text-align: center;""><div style=""text-align: center;"">表 50 停上电事件主动上报下行业务报文格式</div> </div>




<table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>功能码含义</td><td style='text-align: center; word-wrap: break-word;'>功能码值</td><td style='text-align: center; word-wrap: break-word;'>方向位</td></tr><tr><td style='text-align: center; word-wrap: break-word;'>CCO 应答确认给 STA</td><td style='text-align: center; word-wrap: break-word;'>1</td><td style='text-align: center; word-wrap: break-word;'>下行</td></tr></table>

默认使用功能码为 1 的下行确认帧，也可使用确认/否认帧。也可使用停电事件报文进行应答，数据域为空，功能码如表 50 所示，填写 1。

## 6 万年历同步

### 6.1 业务描述","h5"
